instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,log_holiday,sqrt_holiday,boxcox_holiday,log_casual,sqrt_casual,boxcox_casual
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,0.0,0.0,0.0,6.740519359606223,29.068883707497267,22.727248522090616
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,0.0,0.0,0.0,6.669498089857879,28.053520278211074,22.163890514465006
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,0.0,0.0,0.0,6.62273632394984,27.40437921208944,21.799654823017057
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,0.0,0.0,0.0,6.952728644624869,32.32645975048923,24.48608411553586
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,0.0,0.0,0.0,7.859413154693583,50.882216932834204,33.445915184057164
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,0.0,0.0,0.0,7.60887062919126,44.88875137492688,30.714286907890365
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0.0,0.0,0.0,6.638567789166521,27.622454633866266,21.922380354724186
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0.0,0.0,0.0,5.755742213586912,17.74823934929885,15.917767561092312
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0.0,0.0,0.0,6.591673732008658,26.981475126464083,21.56059442943978
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0.0,0.0,0.0,6.79346613258001,29.8496231131986,23.155349278626456
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,0.0,0.0,0.0,7.324489979348532,38.93584466786357,27.85935972733879
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,0.0,0.0,0.0,8.016977746762262,55.054518434003214,35.27529692214473
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0.0,0.0,0.0,6.661854740545311,27.94637722496424,22.10399487069496
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0.6931471805599453,1.0,0.019912573119965735,6.774223886357614,29.563490998188964,22.99895582397614
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0.0,0.0,0.0,6.400257445308821,24.515301344262525,20.136990679666887
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,0.0,0.0,0.0,6.660575149839686,27.92848008753788,22.09398141313481
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,0.0,0.0,0.0,6.727431724850855,28.879058156387302,22.622503279788084
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,0.0,0.0,0.0,6.966967138613983,32.55764119219941,24.608273930624964
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,0.0,0.0,0.0,7.720017940432244,47.45524207081869,31.900064064127356
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,0.0,0.0,0.0,7.640603826393634,45.60701700396552,31.048691467864735
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,0.0,0.0,0.0,6.634633357861686,27.568097504180443,21.89182458092452
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,0.0,0.0,0.0,6.827629234502852,30.364452901377952,23.43531398437436
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,0.0,0.0,0.0,6.887552571664617,31.28897569432403,23.933574396226923
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,0.0,0.0,0.0,6.9167150203536085,31.74901573277509,24.179415491616425
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,0.0,0.0,0.0,6.625392368007956,27.440845468024488,21.820202607986285
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,0.0,0.0,0.0,7.939871576361883,52.97169055259611,34.36894165646386
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,0.0,0.0,0.0,7.665284718471351,46.17358552246078,31.311054187816136
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,0.0,0.0,0.0,6.7226297948554485,28.809720581775867,22.584177686647305
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,0.0,0.0,0.0,6.7357800142423265,29.0,22.68926885568467
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,0.0,0.0,0.0,6.679599185844383,28.19574435974337,22.243263038798233
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,0.0,0.0,0.0,6.775366090936392,29.58039891549808,23.008213289984084
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0.0,0.0,0.0,7.075808863978387,34.38022687534217,25.560283364694286
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,0.0,0.0,0.0,7.880048200971577,51.41011573610781,33.680459764397305
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,0.0,0.0,0.0,6.906754778648554,31.591137997862628,24.095200979850727
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,0.0,0.0,0.0,1.0986122886681098,1.4142135623730951,1.3080008055071626
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,0.0,0.0,0.0,4.477336814478207,9.327379053088816,9.668896430126843
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,0.0,0.0,0.0,6.040254711277414,20.46948949045872,17.67722498267713
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,0.0,0.0,0.0,6.1463292576688975,21.587033144922902,18.373794252744464
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,0.0,0.0,0.0,6.428105272684596,24.859605789312106,20.33890605181443
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,0.0,0.0,0.0,6.937314081223682,32.07802986469088,24.354406043498685
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,0.0,0.0,0.0,7.091742115095153,34.655446902326915,25.70235215153782
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,0.0,0.0,0.0,5.937536205082426,19.44222209522358,17.024098619623654
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,0.0,0.0,0.0,6.1463292576688975,21.587033144922902,18.373794252744464
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,0.0,0.0,0.0,5.7899601708972535,18.05547008526779,16.121287496170766
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,0.0,0.0,0.0,5.831882477283517,18.439088914585774,16.373580759982833
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,0.0,0.0,0.0,6.565264970035361,26.627053911388696,21.359146405307783
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,0.0,0.0,0.0,7.645397699428633,45.71651780264984,31.099494893625806
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,0.0,0.0,0.0,7.736743682453495,47.853944456021594,32.082052964440486
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,0.6931471805599453,1.0,0.019912573119965735,7.001245622069476,33.12099032335839,24.904653444615032
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,0.0,0.0,0.0,5.793013608384144,18.083141320025124,16.139553335496753
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,0.0,0.0,0.0,5.924255797414532,19.313207915827967,16.941158976043308
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,0.0,0.0,0.0,5.771441123130016,17.88854381999832,16.010873787526787
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,0.0,0.0,0.0,6.184148890937483,22.0,18.62771853171592
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,0.0,0.0,0.0,7.1808311990445555,36.235341863986875,26.509727896823584
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,0.0,0.0,0.0,6.827629234502852,30.364452901377952,23.43531398437436
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0.0,0.0,0.0,6.1092475827643655,21.18962010041709,18.127687995061
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,0.0,0.0,0.0,6.282266746896006,23.108440016582687,19.30048790488824
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,0.0,0.0,0.0,6.423246963533519,24.79919353527449,20.303554882546763
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,0.6931471805599453,1.0,0.019912573119965735,6.862757913051401,30.903074280724887,23.726288664772476
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,0.0,0.0,0.0,7.38025578842646,40.0374824383352,28.39961120102939
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,0.0,0.0,0.0,6.278521424165844,23.065125189341593,19.27443115632307
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,0.0,0.0,0.0,5.736572297479192,17.578395831246947,15.804686189942492
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,0.0,0.0,0.0,5.823045895483019,18.35755975068582,16.32012913725273
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,0.0,0.0,0.0,4.820281565605037,11.090536506409418,11.111021091391681
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,0.0,0.0,0.0,5.293304824724492,14.071247279470288,13.368220433046465
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,0.0,0.0,0.0,5.497168225293202,15.588457268119896,14.447440213082588
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,0.0,0.0,0.0,5.8944028342648505,19.026297590440446,16.75595660000881
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,0.0,0.0,0.0,6.858565034791365,30.83828789021855,23.691392447526813
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,0.0,0.0,0.0,6.794586580876499,29.866369046136157,23.16448451272252
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,0.0,0.0,0.0,6.320768294250582,23.558437978779494,19.57010356957078
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,0.0,0.0,0.0,6.313548046277095,23.473389188611005,19.519297620819966
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,0.0,0.0,0.0,5.805134968916488,18.193405398660254,16.212234178281456
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,0.0,0.0,0.0,5.831882477283517,18.439088914585774,16.373580759982833
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,0.0,0.0,0.0,5.857933154483459,18.681541692269406,16.532010414930966
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,0.0,0.0,0.0,7.050989447068045,33.95585369269929,25.34036917251911
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,0.0,0.0,0.0,6.091309882077698,21.0,18.009645545788242
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,0.0,0.0,0.0,5.799092654460526,18.138357147217054,16.17596986734905
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,0.0,0.0,0.0,5.645446897643238,16.792855623746664,15.276208474607216
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0.0,0.0,0.0,5.739792912179234,17.60681686165901,15.82363750340531
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,0.0,0.0,0.0,6.054439346269371,20.615528128088304,17.769055982962445
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,0.0,0.0,0.0,6.063785208687608,20.71231517720798,17.82978111783064
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,0.0,0.0,0.0,6.643789733147672,27.694764848252458,21.96299266084182
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,0.0,0.0,0.0,6.289715570908998,23.194827009486403,19.352400116779208
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,0.0,0.0,0.0,5.3612921657094255,14.560219778561036,13.720609112471287
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,0.0,0.0,0.0,6.073044534100405,20.808652046684813,17.890117083486984
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,0.0,0.0,0.0,5.811140992976701,18.24828759089466,16.24834781585232
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,0.0,0.0,0.0,5.752572638825633,17.72004514666935,15.89902433463081
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0.0,0.0,0.0,5.402677381872279,14.866068747318506,13.93876630252585
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0.0,0.0,0.0,5.327876168789581,14.317821063276353,13.546484202567902
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0.0,0.0,0.0,6.013715156042802,20.199009876724155,17.50648534471061
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,0.0,0.0,0.0,5.1647859739235145,13.19090595827292,12.721968405825985
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,0.6931471805599453,1.0,0.019912573119965735,6.089044875446846,20.97617696340303,17.99478668859722
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,0.0,0.0,0.0,2.302585092994046,3.0,3.3555231652643522
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0.0,0.0,0.0,5.5134287461649825,15.716233645501712,14.536482671677302
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,0.0,0.0,0.0,6.4692503167957724,25.37715508089904,20.640431809502882
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0.0,0.0,0.0,5.075173815233827,12.609520212918492,12.286298367184934
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0.0,0.0,0.0,5.8998973535824915,19.078784028338912,16.78991550263484
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0.0,0.0,0.0,6.0867747269123065,20.952326839756964,17.97990452619382
